capture_datetime_utc,fertilizer_level,light,soil_moisture_percent,air_temperature_celsius
2018-07-31 11:02:37,1.03,145.41,6.47,51.81
2018-07-31 11:17:37,1.03,149.17,6.35,52.61
2018-07-31 11:32:37,1.03,151.13,6.47,51.75
2018-07-31 11:47:37,1.03,133.57,6.35,50.06
2018-07-31 12:02:37,1.03,18.07,6.1,40.04
2018-07-31 12:17:37,1.03,96.2,6.47,41.12
2018-07-31 12:32:37,1.03,19.66,6.35,39.99
2018-07-31 12:47:37,1.03,14.12,5.98,36.0
2018-07-31 13:02:37,1.03,14.16,6.22,34.86
2018-07-31 13:17:37,1.03,15.09,6.1,34.23
2018-07-31 13:32:37,1.03,16.12,6.22,34.5
2018-07-31 13:47:37,1.03,17.27,6.59,33.83
2018-07-31 14:02:37,1.03,18.23,6.47,33.47
2018-07-31 14:17:37,1.03,19.51,6.22,34.14
2018-07-31 14:32:37,1.03,20.36,6.22,34.27
2018-07-31 14:47:37,1.03,20.86,6.22,34.14
2018-07-31 15:02:37,1.03,21.6,6.22,33.69
2018-07-31 15:17:37,1.03,22.02,6.35,33.51
2018-07-31 15:32:37,1.03,21.83,5.98,33.69
2018-07-31 15:47:37,1.03,21.07,6.35,33.2
2018-07-31 16:02:37,1.03,20.86,5.74,33.02
2018-07-31 16:17:37,1.03,19.4,6.22,32.22
2018-07-31 16:32:37,1.03,17.45,6.1,31.38
2018-07-31 16:47:37,1.03,15.27,5.86,30.72
2018-07-31 17:02:37,1.03,12.57,5.98,30.1
2018-07-31 17:17:37,1.03,9.83,5.86,28.69
2018-07-31 17:32:37,1.03,6.22,6.47,27.76
2018-07-31 17:47:37,1.03,3.12,6.47,26.33
2018-07-31 18:02:37,1.03,2.09,6.22,25.43
2018-07-31 18:17:37,1.03,1.62,6.22,24.93
2018-07-31 18:32:37,1.03,1.47,6.1,24.93
2018-07-31 18:47:37,1.03,1.28,5.74,24.79
2018-07-31 19:02:34,1.03,1.06,5.98,24.29
2018-07-31 19:17:34,1.03,0.75,5.98,24.2
2018-07-31 19:32:34,1.03,0.38,5.74,24.02
2018-07-31 19:47:34,1.03,0.1,5.86,23.74
2018-07-31 20:02:34,1.03,0.1,5.98,23.37
2018-07-31 20:17:34,1.03,0.1,5.74,23.28
2018-07-31 20:32:34,1.03,0.1,6.1,23.05
2018-07-31 20:47:34,1.03,0.1,6.1,23.0
2018-07-31 21:02:34,1.03,0.1,5.98,22.86
2018-07-31 21:17:34,1.03,0.1,6.22,22.77
2018-07-31 21:32:34,1.03,0.1,6.22,22.77
2018-07-31 21:47:34,1.03,0.1,6.22,22.72
2018-07-31 22:02:34,1.03,0.1,6.1,22.63
2018-07-31 22:17:34,1.03,0.1,5.86,22.54
2018-07-31 22:32:34,1.03,0.1,6.1,22.54
2018-07-31 22:47:34,1.03,0.1,5.86,22.54
2018-07-31 23:02:34,1.03,0.1,5.86,22.54
2018-07-31 23:17:34,1.03,0.1,6.1,22.54
2018-07-31 23:32:34,1.03,0.1,6.1,22.58
2018-07-31 23:47:34,1.03,0.1,5.86,22.49
2018-08-01 00:02:34,1.03,0.1,6.35,22.44
2018-08-01 00:17:34,1.03,0.1,5.86,22.44
2018-08-01 00:32:34,1.03,0.1,6.22,22.4
2018-08-01 00:47:34,1.03,0.1,6.1,22.54
2018-08-01 01:02:34,1.03,0.1,6.22,22.49
2018-08-01 01:17:34,1.03,0.1,6.22,22.44
2018-08-01 01:32:34,1.03,0.1,5.86,22.3
2018-08-01 01:47:34,1.03,0.1,5.98,22.21
2018-08-01 02:02:34,1.03,0.1,6.22,22.12
2018-08-01 02:17:34,1.03,0.1,6.35,22.07
2018-08-01 02:32:34,1.03,0.1,6.1,21.97
2018-08-01 02:47:34,1.03,0.1,5.98,22.02
2018-08-01 03:02:34,1.03,0.1,6.22,21.97
2018-08-01 03:17:34,1.03,0.1,5.86,21.93
2018-08-01 03:32:34,1.03,0.1,6.22,21.97
2018-08-01 03:47:34,1.03,0.1,6.35,22.02
2018-08-01 04:02:34,1.03,0.1,5.86,21.93
2018-08-01 04:17:34,1.03,0.1,5.86,21.97
2018-08-01 04:32:34,1.03,0.1,5.86,21.97
2018-08-01 04:47:34,1.03,0.1,6.1,21.97
2018-08-01 05:02:34,1.03,0.1,6.1,21.93
2018-08-01 05:17:34,1.03,0.1,6.35,21.79
2018-08-01 05:32:34,1.03,0.1,5.98,21.5
2018-08-01 05:47:34,1.03,0.26,5.86,21.36
2018-08-01 06:02:34,1.03,0.67,5.62,21.41
2018-08-01 06:17:34,1.03,1.21,5.86,21.6
2018-08-01 06:32:34,1.03,1.76,6.1,21.79
2018-08-01 06:47:34,1.03,2.26,6.1,22.02
2018-08-01 07:02:34,1.03,2.77,5.86,22.54
2018-08-01 07:17:34,1.03,3.19,6.1,23.14
